x-coordinate,y-coordinate,class
223.381,65.313,neck
225.313,65.313,neck
225.956,64.453,neck
227.244,64.453,neck
227.888,63.594,neck
231.106,63.594,neck
231.75,62.734,neck
232.394,62.734,neck
233.038,61.875,neck
235.613,61.875,neck
238.188,58.438,neck
238.831,58.438,neck
239.475,57.578,neck
240.119,57.578,neck
241.406,55.859,neck
242.05,55.859,neck
242.694,55.0,neck
243.338,55.0,neck
244.625,53.281,neck
245.269,53.281,neck
250.419,46.406,neck
251.063,46.406,neck
251.063,45.547,neck
256.856,37.813,neck
256.856,36.953,neck
260.075,32.656,neck
260.075,31.797,neck
262.006,29.219,neck
262.006,20.625,neck
260.719,20.625,neck
259.431,18.906,neck
258.788,18.906,neck
258.144,18.047,neck
